reward_A,loss_A,reward_B,loss_B,reward_C,loss_C,reward_D,loss_D,reward_E,loss_E,reward_F,loss_F
,,,,,,,,6.0,1.846413970107659,1.7777778,0.5973454437776741
,,,,,,,,8.5,2.1569471939389517,2.0,0.5899431645171177
,,,,,,,,3.0,1.7177611457749584,1.5555556,0.549878575986315
,,,,,,,,6.5,1.4889256880070127,1.7777778,0.4932695114006935
,,,,,,,,3.0,1.908778668687353,1.3333334,0.534676960225266
,,,,,,,,8.0,1.9814107671982437,1.6666666,0.5453585142547067
,,,,,,,,6.5,1.8103511212309555,1.3333334,0.5343983225438231
,,,,,,,,4.0,1.9050617520956532,0.8888889,0.45443752510894475
,,,,,,,,7.0,1.91291167300603,1.7777778,0.4476597465558075
,,,,,,,,3.5,1.5991803999430512,1.4444444,0.4948896869244517
,,,,,,,,1.0,2.1829424918439084,0.8888889,0.5339122395766547
,,,,,,,,6.0,1.957157966059335,1.6666666,0.5591211852696718
,,,,,,,,3.0,1.941568847085375,1.6666666,0.5292971545276355
,,,,,,,,1.0,1.9363265784459274,0.7777778,0.4970776540630489
,,,,,,,,4.5,2.1483792588460133,1.3333334,0.636458287552146
,,,,,,,,7.0,1.6639994584504738,0.8888889,0.5817776120689044
,,,,,,,,2.0,1.9851363337747803,1.3333334,0.5132265099991103
,,,,,,,,4.0,1.9211320227260793,1.4444444,0.6015121869855629
,,,,,,,,1.0,2.259962439613258,2.0,0.6365821357130779
,,,,,,,,4.0,2.143993539064476,1.1111112,0.49254616728996703
,,,,,,,,6.5,1.8538828160435419,1.7777778,0.5384329749712292
,,,,,,,,1.0,1.8802140201353978,1.0,0.45833359765834636
,,,,,,,,7.5,1.9209289785699064,1.5555556,0.49925889804662127
,,,,,,,,6.0,1.5881006760438283,1.0,0.547773581063502
,,,,,,,,6.5,1.9319553843575754,1.0,0.5513686149822972
,,,,,,,,5.5,1.65542425369472,1.3333334,0.5616708311766224
,,,,,,,,1.0,1.7543748194061668,1.1111112,0.6143104328621453
,,,,,,,,4.0,1.8318621489474254,1.6666666,0.734865158798212
,,,,,,,,2.0,1.4539078458978618,1.8888888,0.593926995767655
,,,,,,,,5.5,1.5585956947775133,1.4444444,0.613088032676267
,,,,,,,,1.0,2.0218542336760987,1.5555556,0.6262739094701304
,,,,,,,,3.0,1.9203242078753504,1.4444444,0.6365550407995301
,,,,,,,,7.0,1.8449251861310443,1.4444444,0.662803016463582
